,lmp_node,matched_source_sink,match_score
2300,DPC ELK_MND TR_DPC,DPC.DPC,56
2301,WEC CORNEL01 CORNEL_L5,WEC.OCONTFL,55
2302,CONS ROSWD ROSWD_T2,CONS.SCWND2,60
2303,CIN COMRCPK BK1_69,CIN.MARKLND.1,58
2304,NIPS BREMEN_D BREMEN_D,BREC.NIPS.GRSL,56
2305,MEC SUB_30 TR2,MEC.SYCAMO_2,54
2306,CONS LUCASOL SS,CONS.LANS,67
2307,ALTW PLPR PLPR1,ALTW.PRARC1,69
2308,DECO CHTNT TK7333,DECO.CC.DIG3,55
2309,MIUP ENGADINE L1,MIUP.GARWND1,64
2310,SME TANNER LD_TANNER_CHA,MGE.DANE_CTY,50
2311,EAI WMELEH T2,EAI.WMPSOL,61
2312,NSP MNTCELO TR6_LD,NSP.MNTCEL1,69
2313,HE 07CORYDN LD1,CONS.ZEELAND1A,55
2314,MEC SUGARCRK DET8T2,AMIL.SUGARCRK,62
2315,EES SHP T1,EES.LONSTR1,67
2316,WPS THREELAK BK-2,WPS.CRANECREK,53
2317,CONS OTSVL OTSVL_T1,CONS.TUSCOLA1,62
2318,ALTW ECHOLS ECHOLS1,ALTW.WELLS1,67
2319,AMIL MAKN TR_2,AMIL.CCG_2.AZ,67
2320,EES DERBNY T2,EES.DERSLD,61
2321,MEC INDPRKCF INDPRK1,MEC.DIAMNDTR1,55
2322,AMIL ELPASOIP TR3_12,AMIL.SIPM_1.AZ,65
2323,CONS LKLEE LKLEE_T1,CONS.GENESEE,58
2324,EES JNR T1,EES.LONSTR1,67
2325,EES CAPITL T2,EES.AXIALL,61
2326,EMBA BNTNCP J0880_LOAD,NSP.NWELOAD,48
2327,CIN 08WIMNTN B,CIN.08NOBSN2,62
2328,NIPS ROSEBUD ROSEBUD,NIPS.ROSEWRWF,61
2329,CIN 08HEBLTR LD1,CWLD.BLRG,56
2330,DECO OCALA TRF_1,DECO.OLIVRP11,62
2331,EES SAMDAM G1_2_AUX,EES.SAM_DAM_12,61
2332,ALTW EAST_CHN EAST_C1,ALTW.TEA_1.AZ,59
2333,DPC RICEFOR RICEFO1,GRE.REC.CC1_DC,48
2334,SME NWNA13 LD_N_WINONA,SME.BENN.ARR,47
2335,NSP FAIRPRK TR2,NSP.RAPID.ARR,64
2336,IPL 16FORD LD_F,IPL.16GEOR44G,57
2337,AMIL LILLY TR1,AMIL.TILTU1,72
2338,WEC BERRYVIL L8,WEC.KAUCBL.ARR,55
2339,ALTW TMOUNDR TMOUNDR1,ALTW.DRUN.ESR1,63
2340,MEC SOUTHLND BLDG6A,MEC.SOTHRNHL1,56
2341,AMIL IPVS IPVS-742,AMIL.IPVS.MVP,71
2342,ALTW RTSM RTSM1,ALTW.OTTUMW1,67
2343,CIN 08MNTAVE 8141,CIN.08NOBSN1,55
2344,EES PABTEX T1,EES.SABINE1,67
2345,CIN HOPEWELJ HOPEWELL,CIN.HE.PSI,52
2346,CIN 08LOUCEM A,CIN.08NOBSN2,54
2347,ALTE DELLCRK DLC_LD,ALTW.CRLK3CWLD,61
2348,EES FRISCO_E T2,EES.FRONT_TX2,71
2349,NSP VIKINSP TR1,NSP.NSP,64
2350,SOCO BIGPOINT LD_FORTS_LAKE,ALTW.LOSTLAKES,49
2351,NSP EASTWD TR3,NSP.EASTRDG1,69
2352,DECO FISHR T2,DECO.DIGS2,70
2353,CONS AMPRS AMPRS_T1,NSP.CHARA_TR1,56
2354,GRE REMMELE GRE_TR1,GRE.MP.GRE,62
2355,CIN APPRSN_W BK1_69,CIN.AEPE12,48
2356,EMBA RLNFRK T2,EMBA.SUNFLOWER,57
2357,NSP EDN_PR EDN_PR4,NSP.AEPE4,59
2358,WPS PACKAGNG LD_T1,WPS.LAKEFRN99,52
2359,CONS AIRBK AIRBK_T1,NSP.CHARA_TR1,56
2360,ALTE BIOENZT1 ENZW,AMIL.BENGTNWD,58
2361,DPC FENNIMO FENNIM1,DPC.EDNF,52
2362,NIPS MIDDLBRY MIDDLBRY,NIPS.BAILY.ARR,56
2363,NSP YNKDOODL YNKDOO1,NSP.ODELL.WND,48
2364,MEC ATLNTIC ATLNTI2,ALTW.LIMEC1,60
2365,WPS WOODMIN LD_T1,AMIL.WPSE.OLIN,58
2366,EES HARVEY T3,EES.LKCHAR_ST,62
2367,DECO EVRGN TK2252,DECO.HNKP122,62
2368,MEC DPS TR3,MEC.ADAMS,60
2369,WEC FEBRANTZ FBRNTZ_L7,WEC.GERMANOT4,51
2370,GRE LONGVILE CWP_TR1,GRE.GRE.CXS,52
2371,SMP BLOOMSMP BLOOMS1,SMP.BLOOMIN_QS,59
2372,MEC RHILLS RHILLS1,MEC.ROLLHILL_1,75
2373,WEC WHITEWA0 WHTWTR_L141,CIN.WHEATCTG1,49
2374,ALTW ECHOHIL ECHOHILL,ALTW.LKFLD.IPL,57
2375,CIN GRNCTCEM BK1_69,CIN.CT.VERMN.6,61
2376,EES RVT T1,EES.FRONT_TX1,70
2377,NSP OAKPARK TR1,NIPS.OAKDAPOAK,62
2378,NSP COLFAXN TR_DPC,DECO.COFAXP11,58
2379,EES SUGRHS TLMA1,EES.SRMPA,64
2380,LAGT PINE_L PINE,ALTW.INDEPWIND,60
2381,AMIL GCLDAREA LD3,AMIL.EDWARDS3,67
2382,EES FCY RSS1,EES.MTCPSST1,67
2383,EES WLMRSH TA,EES.STJAMES,67
2384,NSP MOORELK MOOREL2,NSP.MRES.MWF,58
2385,MGE BLACKHA1 BLK_TR2,NSP.CHPFAL_TR2,53
2386,CLEC GUIDRY LT2,CLEC.RPS2,58
2387,EES BELHEL T2,EES.BYGL,57
2388,MEC SUB_47 TR1,MEC.STORMLK_1,59
2389,NSP GIBBON GIBBON1,NSP.EWINGTON1,65
2390,UPPC MUNISIN0 MUN_T2,NIPS.MNTIC2.NU,59
2391,ALTW COMFREY COMFRE1,ALTW.CC.EMERY2,59
2392,HE SELMIER LD1,SIGE.HE,57
2393,WEC 96-ST 96-ST_L7,WEC.PS_ESR1_LD,50
2394,ALTW E_I_C_ E_I_C_3_,ALTW.WSEC3,53
2395,WAUE VOLTAIR TR_OTP1_TIE,WEC.ROOT_PIKE,49
2396,WR MPUA MAIN_EAST,MIUP.MANSTQN1,53
2397,EES IDG 1,EES.ELILD,67
2398,NSP ARDNHLS ARDNHL1,NSP.MARSHSOLAR,61
2399,EAI EAIBAL LD1,EAI.EAILD,78
2400,AMIL ELAN 2MECHSBRG,AMIL.AMER,57
2401,SME MOSS_SM LD_STRINGER,SME.MOS_STG_1,50
2402,CLEC NATCH4 GENST10,CLEC.NATCH,69
2403,MEC SUB_FDM FDM_T2,MEC.GDMEC_2,55
