,lmp_node,matched_source_sink,match_score
8551,MEC MLKING TR2,MEC.MORNLIGHT,67
8552,DECO ZUGB TRF_2,DECO.TURTLE2,59
8553,ALTW PORLDALT PORLDA1,ALTW.LEDYARD,61
8554,DECO RUSH_T 40_KV2,DECO.HVSTW,50
8555,NIPS LINCN_SQ NO_2_XFMR,NIPS.INCRMLSP,50
8556,ALTW CSWS CSWS2,ALTW.CC.MGS2,67
8557,EES ORMOND AIR_PRODUCTS,EES.MORTN1.ARR,59
8558,ALTW IOWA_JCT IOWA_J2,ALTW.GRCT.ARR,53
8559,EAI CWYDON LT2,EAI.CWAYLD,67
8560,NIPS AMOCO2 AMOCO_NET,WPS.OCONTO.MP,59
8561,MEC SE_SOTER DHL8T4,ALTE.EDG.ESR,52
8562,BREC KMMC KMMC,CONS.MCV.MCV,54
8563,GRE SOURIS TR_XCL2,GRE.PRINC2,57
8564,NSP DIAMND GLP_TR1,MEC.DIAMNDTR1,65
8565,WPS AVIATION LD_TR2,WPS.FOX_CT2,53
8566,EAI SMKIND T1,AMIL.BSEINDC1,62
8567,EES BELFAR T1,EES.SWTZ1.ARR,69
8568,ALTE SHEBOYGA SHF_T41,ALTE.SHEB1,65
8569,WEC STMARTIN STMARTIN_L5X,MEC.MEAN_5.AZ,53
8570,CIN GRGTWN2 BK1_69,CIN.GIBSON.1,53
8571,ALTE KATZENBE KAT_T41,AECI.APM_1.AZ,53
8572,AMMO FGRD XFMR_W,AMMO.FGRDCTG1,62
8573,CLEC ELIZBET ELIZ_LD,CLEC.ELIZSOL,62
8574,CIN MORRISTN HERNGELN,CIN.ESR.CRANE,53
8575,EES VACHER T2,EES.TAFTCOGEN,62
8576,ALTW WBINGHAM WBINGH1,ALTW.W_BINGHAM,74
8577,EES CLN T1,EES.CONC,67
8578,DECO COLUM TRF_1,MEC.VICTRM_1,57
8579,AMIL MUDY MUDY-213,AMIL.SDNY.MVP,58
8580,NSP MNTGMRY MNTGMR1,GRE.NSP.GREC,58
8581,EAI FOUNLK T1,EAI.JONSCWL,58
8582,EES HUV T3,EES.LA3,59
8583,EES TAR T1_1,EES.FRONT_TX2,56
8584,CONS WAKSM WAKSM_T1,CONS.SAUK1,62
8585,GRE BALDWGRE GRE_TR2,BREC.GREEN2,58
8586,NSP MATAWAN MATAWA1,NSP.ALTM_1.AZ,56
8587,CLEC MANUEL T2,CLEC.ERATH,58
8588,ALTW GLAD2 GLAD1,ALTW.LEDYARD,64
8589,CONS ENGLISHV BANK_1,CONS.LANS.ARR,55
8590,AMMO BERK BERK_75,AMMO.KIRK,62
8591,AMIL GR_ISLND PPI_TOPEKA,AMIL.BGRVR.PPI,58
8592,ALTW SOUTH_SH SOUTH2,ALTW.SOUTH.FRK,65
8593,MDU DCKNSREF DCKREFMDU2,MDU.MDU,47
8594,EAI FARVILLE LT1,EAI.EAILD.RLA,62
8595,ALTW CO_LINE CO_LIN1,ALTW.GOLDENPLN,59
8596,EES ELZ T2,EES.JWL_CT2,67
8597,LAGT CROW_L CROW,CONS.COVRT1_GT,53
8598,SIPC SIPCLD07 LD,SIPC.SIPC,72
8599,WEC MTP MSFT_TEMP,DECO.CMS_THMB,53
8600,WPS KEWAUNEE AUX_CTG,WPS.CUSTEGEN1,55
8601,CIN NEWCASTL BK3_69,CIN.EDWST,57
8602,ALTW MASONVL MASONV1,ALTW.CRSTNSOL,61
8603,CONS ODESA ODESA_T1,CONS.ISABELLA1,61
8604,EES NOTRDM T4,EES.NOPLD,64
8605,ALTW FBLUT FBLUT1,ALTW.FCLDFCL1,67
8606,DECO LARDO LARDONIXON1,DECO.MONROE1,53
8607,EES COLBR8 T2,OTP.MRES.CVLR,62
8608,EAI WMLEHI T1,EAI.WMPSOL,61
8609,EES CPCHEM LD4,EES.DOWCHEM,64
8610,NIPS STARKE NO_4_XFMR,NIPS.NORWAPNOR,57
8611,EES SABINE_E R230,EES.SABINE1,71
8612,NSP GLENWOOD GLENWO2,GRE.NSP.GREC,56
8613,MEC FRS_VRM TR3,MEC.FARMER,56
8614,WPS 30TH_AVE T1,WPS.PTBEACH_PV,55
8615,ALTW TRICNTY TRICNT2,ALTW.GRCT.ARR,61
8616,NSP HASSAN HASSAN1,NSP.DANIELSN1,58
8617,EMBA ROSDL5 T1,EMBA.PRVS,61
8618,ALTW COVNGTON COVING1,CONS.ALCONA,56
8619,DECO BENSN DC8431,DECO.CC.BWEC,62
8620,DPC SPOONER SPOONE1,DPC.NSPLOAD,53
8621,CIN WESTF_NE BK1,CIN.GIBSON.1,57
8622,CONS NWL NWL_T1,CONS.KENCNTY1,64
8623,CONS PTSKX PTSKX_T1,CONS.MSCP_1.AZ,55
8624,DECO RADKA TRF2,DECO.DFWE2,64
8625,DECO RAPST XF2,DECO.TURTLE2,62
8626,CIN S_DELPHI BK1,CIN.DEI.AZ,62
8627,CONS BAGLEY BANK_2,CONS.ALPENTHBA,62
8628,OTP NORCRSS TR_OTP1,OTP.OTPW_1.AZ,56
8629,CIN FISHER_S BK1_69,CIN.HENRYCO.1,56
8630,NIPS ORLAND_N ORLAND,NIPS.NORWAPNOR,65
8631,EMBA RYMDCP J1650_LOAD,EMBA.G_ANDRUS1,50
8632,MEC 100_DGL TR1,MEC.VICTRM_1,52
8633,CONS LELDX LELDX_T1,CONS.ZEELAND1A,61
8634,DECO TULSA2 TRF_1,DECO.TURTLE2,69
8635,SIGE BERGDOLT LD,SIGE.10ABGTGT,55
8636,ALTE WINNECON WIN_T41,ALTE.TOWNECT_2,57
8637,AMMO BLLE BLLE_74,AMMO.LABADIE4,60
8638,NSP COSMOSTP COSMOS1,NSP.CHEMOLSPO,55
8639,CONS CHSTR CHSTR_T1,CONS.AESM.CHSE,61
8640,DECO WLVRN XF1,DECO.OLIVRP11,67
8641,CONS ULTIUM TR1,CONS.GRATIOT,59
8642,AMIL N_MOOR NMOOR69,AMIL.NORRIS,60
8643,WEC JEFFERS1 JEFRSN_L8,WEC.ERGS_LD,55
8644,AMMO LKSD LKSD-72,AMMO.HANN.LD,55
8645,ALTW PALO2 L1,ALTW.UPLS_2.AZ,67
8646,AMIL ROXF ROXF_76,AMIL.FTR,56
8647,AMIL CATMAP NBUS,AMIL.PSGC1.AMP,67
8648,CIN 08HARDSB A,CONS.ADA,55
8649,NSP PR_ISLD PR_ISL5,NSP.PRISL2_LD,75
8650,NSP WSTGATE WSTGAT2,NSP.WISSOT_TR4,55
8651,DECO ROTUN TRF_2,DECO.TURTLE2,64
8652,NSP STJOHNSU TR1,NSP.STCLOUD1,64
8653,ALTW MAGNLIA MAGNLI2_ALTW,AMIL.ANI_AANIT,56
8654,BREC PROVDNCM PROVIDENCEMINE,BREC.UNBRIDLED,48
8655,ALTE ADAMSST ADS_T41,ALTW.ADAMSADAM,65
8656,ALTE ESTOUGHT STO_MUNI-EASTS,ALTE.SHPSN.ARR,52
8657,CONS PARSN PARSN_T3,CONS.SPRTN,62
8658,EAI LR_KAN T1,EAI.LK_CATH4,64
8659,NIPS ANGOLA NO_4_XFMR,NIPS.EWNMAC.NU,51
8660,AMIL MONMOUTH GMON_6628,OTP.GREM_2.AZ,50
8661,MP FAIRMPKM FAIRMP1,AMIL.FARGO.MVP,55
8662,EES OAKS_E T5,EES.NOPS_5,70
8663,WPS CASSEL BK-3,WPS.CUSTEGEN1,50
8664,DECO AXLE TRF1,DECO.APPLE,67
8665,DPC WAUMAN WAUMAN1,DPC.FLAMBEAU,53
8666,EAI PORTLN T1,EAI.PLUMPT,61
8667,EES SHNTCH T2952,EES.WASHEC_CT2,60
8668,NIPS WESTVIL1 IDC_W,NIPS.BCWF.SIG,62
8669,ALTW LENX LENX1,ALTW.GOLDENPLN,69
8670,AMMO WRSN WRSN_75,WR.MOWR,58
8671,CIN 08BRIDGT BK1,CIN.08NOBSN1,57
8672,EES PPG 5,EES.CC.NOPS,60
8673,AMIL N27THDEC N27D_3443,AMIL.DEB.NAH,51
8674,EAI BROOKLND T1,DECO.BROOKFLD1,62
8675,EAI CLARND T1,EAI.CWL_A,64
8676,NSP LKCRYST LKCRYS1,NSP.HCPD.LKCR,62
8677,ALTW KLLG KLLG1,ALTW.WELLS1,62
8678,CONS BLUEWATR BANK_1,CONS.ALPENA,58
8679,EAI W_HELN T1,AMIL.CHEL,55
8680,NSP GRANT_T TR_DPC,NSP.GRANTY.ARR,56
8681,ALTW JEFFRSTP JEFFRS1,ALTW.SOUTH.FRK,57
8682,EES COW 4,EES.CONC,71
8683,CIN POTATOCK BK1_69,CIN.LOGANOAKR,50
8684,CIN FRNKBURL BK1_69,CIN.MARKLND.1,56
8685,DECO ADAMS2 TRF2,MEC.ADAMS,64
8686,WEC RANGELI0 RG-LN_L107,WEC.ERG1,45
8687,DECO ERIN TK4224,DECO.FERMI2,67
8688,NSP KENYON TR,NSP.FENTON.WND,67
8689,HMPL HMPL2 H2T2,HMPL.HMPL_1.AZ,69
8690,CONS KARN BANK_8,CONS.KARN.ARR,76
8691,AMIL STATEFAR TR1,AMIL.STAR,69
8692,MP FLDWOOD FLDWOO1,ALTW.LEDYD.MVP,56
8693,NSP OLIVIAMU TR_MMPA,OTP.MPC.OLVIII,53
8694,EAI EAIGUL LD1,EAI.EAILD,78
8695,DECO JEWELL BANK_2,DECO.ESSEX.ARR,56
8696,EMBA INVRNS T1,EMBA.HINDS1CT1,71
8697,NSP ORCHRDL GRE_TR1,NSP.CHARA_TR1,56
8698,EES OKGRO8 T1,EES.FRONT_TX1,62
8699,NSP YELLWSTN YELLWS1,NSP.ODELL.WND,61
8700,CONS GOODL GOODL_T1,CONS.POLRS.SOL,61
8701,EES EGT T1,EES.ETEC,67
8702,ALTE TRIENDA TRI_T31,ALTE.WRIVS_ST1,59
8703,DECO HAMBG XF2,DECO.DIGG2,58
8704,EES TEPPCO T1,EES.ENCO,67
8705,CIN TETC14 BK1_69,CIN.WHEATCTG1,53
8706,NSP S128 S1281,NSP.SHERC2.SLR,57
8707,CIN 08AVONEA LD2,CIN.08NOBSN2,57
8708,SOCO HCKRYHLL LD_HICKORY_HLL,SOCO.FORIN.ARR,43
8709,AMIL ESK_TAP ESK,AMIL.SESRETAIL,67
8710,NSP SEDAN SEDAN1,NSP.REDWIN1,59
8711,AMIL CDNE CDNE-281,AMIL.RES.CNE,67
8712,ALTW NBLT_TAP NBLT_T1,ALTW.BENT_TREE,57
8713,DPC SANDRDGD T47A,TVA.CALRIDGE,55
8714,AMIL CO_HY_20 CO20_3381,AMIL.SOY_2.AZ,56
8715,EES RAY T2,EES.WATRFD2,67
8716,NSP FIFTHST TR1,NSP.HATFIHAT1,57
8717,CONS LESLE LESLE_T1,CONS.ISABELLA1,61
8718,EAI PBWHTH T1,EAI.UPS4_CT1,56
8719,MEC 100_54A TR2,WR.MEUC_1.AZ,52
8720,EES CECELA T2,EES.CC.JWL_2,64
8721,SME LAKE_SM LD_LAKE,SME.BATESV_3,52
8722,EMBA CONHMX T1,EMBA.CC.HINDS1,57
8723,EMBA SENATO T2,EMBA.MEAM,61
8724,MEC LMARSS LMARSS1,WEC.DAR_SLR1,60
8725,NIPS MCGILL_V MCGILL_V,NIPS.CARGILL,59
8726,NIPS SPECT_LK NO_2_XFMR,NIPS.NLMK,50
8727,HE 07GRENVL A,HE.07LCPGEN1,64
8728,DECO FLMNG XF2,DECO.FERMI2,64
8729,ALTW ARMSTGAL ARMSTG_ALTW,ALTW.ARMST.ARR,67
8730,EES TXSPIN T2,EES.HNTSMN_PNO,59
8731,CONS MITCH MITCH_T1,CONS.MCV.MCV,65
8732,NSP HONNER HONNER1,NSP.HENNIPIN1,58
8733,CONS FLNTW FLNTW_T1,CONS.LUDINGTN1,61
8734,IPL 16NE LD_G,IPL.16EVCT7,58
8735,EES KENNER T1,EES.NINEM6_CT1,67
8736,EES JHNGUL T2,EES.JWL_CT2,67
8737,CIN S_DELPHI BK2,CIN.DEI.AZ,62
8738,DPC SRCENRGY SRCENRGY1,CONS.RENAIGEN1,50
8739,CONS FIFLK FIFLK_T1,CONS.KALK,57
8740,EES COLNAC T2,EES.CONC,76
8741,DECO CROSW TRF_2,DECO.CROS,72
8742,ALTE BOC_GAS T31,ALTE.ROCKGEN3,62
8743,AMMO SIOUX XFMR_STG_1,AMMO.SIOUX1,69
8744,DPC RUSHFOR RUSHFO1,DPC.FILMOR.SLR,55
8745,EES DESTRN T3,EES.DERSLD,61
8746,ALTE WESTFIEL WED_12KV1,ALTE.EDG.ESR,57
8747,CONS PEARLINE BANK_1,CONS.KARN.ARR,61
8748,CONS WEYER WEYER_T1,CONS.GENESEE,58
8749,AMIL BELL17TH BE17_3311,AMIL.SBL_ASIBL,49
8750,EAI SERC_S LT2,EAI.SEARCY,67
8751,MEC SUB_P SUB_P7,MEC.UPLS_2.AZ,55
8752,CONS ERICKSON ERIC,CONS.MERIDIAN1,62
8753,AMIL KANW KANW-735,AMIL.AEM.NWTN,58
8754,CONS PRKWY PRKWY_T1,CONS.PINERVR1,56
8755,MEC DR_SWST DR_SWS1,WEC.DAR_SLR1,58
8756,NSP AIRTECH GRE_TR2,NSP.CHARA_TR2,69
8757,SIPC SIPCLD16 LD,SIPC.SIPC,72
8758,LAGN DIMD DIMD,LAGN.DEMCO1.AZ,57
8759,WEC CLS 5110,CLEC.ACA11,64
8760,AECI BONAPART BONAPARTE_ALTW,AECI.ALTW,49
8761,MGE FEMRITE FEM_TR4,MGE.HERMSDORF,50
8762,ALTW NGAR NGAR1,ALTW.FAIR1.ARR,76
8763,OTP ULRICH TR_MPC1,OTP.RUGBY1UPLS,50
8764,AMIL GBCS GBCS-775,AMIL.CIPS.BOC,65
8765,MIUP HNN AUX1,MIUP.MANSTQN1,62
8766,WEC SUMMIT02 SUMMIT_L126_1,WEC.EITM_LZ01,51
8767,EES LUCE8 T2,EES.JWL_CT2,70
8768,CIN WESTVIGO BK1_69,SIGE.CIN,52
8769,EAI NEWRK2 T2,AMIL.NEWTON21,62
8770,CONS GRLDX GRLDX_T1,CONS.LUDINGTN1,61
8771,DECO BLMFD AUBRNBLMFD_1,MEC.LAUREL_1,57
8772,ALTW IFIP IFIP4,ALTW.LKFLD.IPL,62
8773,CIN CARMEL69 BK2_69,CIN.CAYUGA.2,52
8774,AMIL WHEELR_T CATFNDRY,AMIL.CHEL,58
8775,WEC JEFFERS1 JEFRSN_L7,WEC.ERGS_LD,55
8776,DECO SKYLK TRF_3,DECO.LUD3,56
8777,EES HUBER_E T1,EES.LKCHAR_CT1,64
8778,ALTW CONRAD CL1,ALTW.SACCOWIND,69
8779,NSP GROVE2 GROVE1,GRE.NSP.GREC,76
8780,ALTE KLONDKE XF1,ALTE.KILBOUNIL,60
8781,OTP ALEXSWM TR2_MRES,ALTW.MRES,55
8782,DECO SUNBD TRF_2,DECO.LUD2,64
8783,EES NVILLE T1,EES.NINEM6_CT1,67
8784,DECO MILAN3 BANK_1,LAGN.DEMCO1.AZ,62
8785,DPC SANDLAK SANDLA1,DPC.NWELOAD,53
8786,AMIL GILESPIE GLMA_3455,AMIL.ESPI,56
8787,CONS MCKEN MCKEN_T1,CONS.KENCNTY1,75
8788,BREC WEAVERTO WEAVERTON,BREC.SEBREESO,56
8789,AMMO GRAT BUS_W,AMMO.BBS,61
8790,EAI BARFIELD LT1,EAI.AECCLD,62
8791,EES KAR T1,EES.LKCHAR_CT1,75
8792,OTP EFERGUS EFERGUS1,OTP.CENTER1,52
8793,ALTE ESTOUGHT STO_MUNI-EASTN,ALTE.SHPSN.ARR,52
8794,AMMO PTPR PTPR_74,AMMO.PERR,62
8795,CIN BLSTRONG BK1,NSP.BLKBROOK,50
8796,CIN MIDLFORK BK2_69,CIN.MARKLND.2,56
8797,EAI WALRDG LT1,AMIL.CALRIDGE,67
8798,WEC NICHOLSO NICLSN_L83,MEC.CHASCS_W,51
8799,CONS SUMIT SUMIT_T1,CONS.UCMI,57
8800,OTP WARNMPC TR_MPC,UPPC.WARDEN,55
8801,ALTW RIVRRUN NW5,ALTW.WIN1,64
8802,DECO SHRINE LD1,DECO.DIGSINT,67
8803,AMMO MRSL MRSL_KIRK_T3,AMMO.MRRIS.SLR,67
8804,CONS COGNS COGNS_T1,CONS.CROTON,67
8805,EES PRSPCT T4,EES.MTCPSCT1,64
8806,ALTE WILCOX WLX_T31,ALTE.WRIVS_ST1,61
8807,MEC SUB705 TR2,MEC.WELLSBURG,52
8808,NSP NORTHPRT GRE_TR1,NSP.HCPD.GRVCT,59
8809,CLEC TWNBRG T1,CIN.TWINBR1,56
8810,SME ARLT13 LD_ARLINGTON_A,SME.PALDNG.ARR,56
8811,DECO NOLAN LD1,DECO.LUD1,70
8812,CONS CRLTN CRLTN_T1,CONS.KENCNTY1,62
8813,DECO PIONR TRF_2,DECO.PINE_TREE,67
8814,CONS BAGLX BAGLX_T1,CONS.CCG_1.AZ,62
8815,WPS PINE0001 LD_T1,CONS.ALPINE01,58
8816,AMIL KEWAN_IP EKEW_3353,AMIL.HEN_AMT_P,54
8817,SME RLVL13 LD_RULEVILLE,SME.LEAFRIVER,50
8818,EES GOOSFY T1,EES.LONSTR1,67
8819,EMBA MYRSVL J0687_LOAD,EMBA.G_ANDRUS1,56
8820,EMBA GRNADA T2,EMBA.HINDS2,64
8821,WEC KAU_CBL APPL_LD_1,WEC.KAUCBL.ARR,69
8822,GRE LEXNTGRE GRE_TR1,GRE.NSP.GREC,56
8823,SME COLE_ROA LD_BELLEVUE,EES.CALDWELL,56
8824,ALTE WE1_69 WAN_S_DIVSN_ST,ALTE.WRIVS_ST1,65
8825,CIN SULLIV_N BK2,CIN.PSI_3.AZ,57
8826,AMIL STALLING TR4,AMIL.STAR,69
8827,CONS PARIJ PARIJ_T1,CONS.POLARIS1,62
8828,EES SWARTZ T2,EES.WATRFD2,67
8829,SOCO DIAMNDHD LD_WATTS,MEC.DIAMNDTR1,51
8830,ALTE NEWHOLL1 NHL_12KV1,AMIL.NEWTON21,56
8831,ALTE GRESHAM GRE_12KV1,GRE.ALTW.ENDVI,56
8832,CIN LEEHAN69 BK2_69,CIN.MARKLND.2,50
8833,CONS BTCTR BTCTR_T2,CONS.CETR,57
8834,EAI CROSNR T1,EAI.CROSSETT,64
8835,DPC GLENWOO GLENWO1,DPC.GENOA3,55
8836,EAI MOREFL T2,EAI.REMMEL123,62
8837,DPC STRUMNP STRUMN1,DPC.STNMAN.ARR,55
8838,AMIL ECOLLNSV ECOL_3309,CONS.CCG_3.AZ,56
8839,ALTW GILBRT LD1,ALTW.LKFLD.IPL,69
8840,CONS PROGRES2 T1,CONS.POLARIS1,69
8841,SIGE TOYSOUTH T1,SIGE.TROY_SOL,69
8842,CONS HAGADORN T1,CONS.GRATIOT1,69
8843,EES LUTCHR T3,EES.LKCHAR_ST,69
8844,CIN CHRLSTNJ BK2_69,CIN.CAYCT.4,47
8845,LAFA LANEUVIL T70A,LAFA.LAFA,59
8846,NSP BURNSID TR2,NSP.BRGSRD.MVP,55
8847,NSP MARSHAN MARSHA1,NSP.MARSHSOLAR,67
8848,SIPC AKIN LD1,AMIL.SIPC,73
8849,NSP BLK_BRK TR_DPC,NSP.BLKBROOK,67
8850,CIN HEMILROY BK1_69,CIN.HENRYCO.1,62
8851,CSWS VERD10 T1,CSWS.ETEC_LD,62
8852,ALTW MADELR GRE_TR1,ALTW.DAEC.ARR,62
8853,EMBA MANSDL T2,EMBA.HINDS2,64
8854,EAI DRIVER T1,EAI.DRVRSOL,67
8855,SME CSBY13 LD_CROSBY,SME.GPTAYLRS,50
8856,EAI LR_WAL LT1,EAI.LK_CATH4,62
8857,ALTW RINGGLD LD2,ALTW.ELKWIND,64
8858,EAI LR_FOU LT1,EAI.NLR_1.AZ,62
8859,IPL 16FRANKL LD_H,ALTW.LKFLD.IPL,58
8860,NSP AFTON TR2,NSP.FENTON.WND,67
8861,WPS COYNE LD_T6,CONS.PAL_WPSC,64
8862,CONS KNTCT KNTCT_T1,CONS.KENCNTY1,69
8863,DECO SNSET TRF_1,DECO.NEP12,62
8864,MEC DENVR DENVR1,MEC.DIAMNDTR1,62
8865,ALTW NICT NICT_ALTW,ALTW.ALTW,64
8866,NIPS SPECT_LK NO_1_XFMR,NIPS.NLMK,50
8867,ALTW CLEARLK LD1,ALTW.CRLK3CWLD,73
8868,OTP PERHAM PERHAM1,EAI.EAMP_1.AZ,52
8869,CONS DELHI2 8B,CONS.ELIG,70
8870,MEC SB_PIC ICPT2,AMIL.MECWB_LPC,60
8871,WPS CLINTVL CLINTVL,AMIL.WPSE.OLIN,61
8872,CIN CRML_MIL BK1_69,CIN.CT.VERMN.6,55
8873,EMBA GALATN T1,EMBA.G_ANDRUS1,64
8874,UPPC BARNUM1 LD_T5,UPPC.PORT.ARR,58
8875,AMIL KICKAPOO KICK_3445,AMIL.IP.IMEA,51
8876,CONS BUROW BUROW_T1,NSP.BUFFR_TR1,56
8877,CWLP TAINTOR LOAD1,CWLP.FACTOR91,58
8878,MP FISHTRAP GRE_TR1,NSP.CHARA_TR1,56
8879,MEC FT_DODG TR6,MEC.HRTDV2.WND,48
8880,MEC HABER_MC HABER_1,MEC.BEAVERCR,62
8881,MP LSPI LSPI3,NSP.SMPM.S3,67
8882,NSP MNTCELO 1AR_PSEUDO3,NSP.MNTCEL1,59
8883,AMIL NDECATUR NDEC_3302,AMIL.DEB.NAH,57
8884,EES CHL T1,EES.CC.JWL_1,64
8885,ALTE WEFLD 12KV2,ALTW.WELLS1,52
8886,WPS THUNDER LD_T2,WPS.UMERC,54
8887,CIN HEWALDRN BK1_69,CIN.MARKLND.1,56
8888,EES STHLIN T1,EES.STLNG1.ARR,67
8889,LAGT MAND_L MAND,LAGN.LAGN,56
8890,AMIL MCBW MCBW_754,AMIL.MECWB_LPC,62
8891,AMIL OLNN OLNN_783,AMIL.XLON,59
8892,CIN 08ROGRST BK2,CIN.08NOBSN2,64
8893,MEC CHASCS CHASCS1,MEC.CHASCS1,76
8894,ALTW CRES2 CRES1,ALTW.MRES,64
8895,EES DESTRN T2,EES.DERSLD,61
8896,DECO LNGLK TRF_1,DECO.NESL1,62
8897,MDU POPLAR2 TR1MDU,MDU.MDU,56
8898,GRE ADRIANRS GRE_TR1,GRE.GRE.CXS,58
8899,CONS INDUX INDUX_T1,CONS.MERIDIAN1,61
8900,AMMO FRKN FRKN_71_POSN11,AMMO.KIRK_1.AZ,53
8901,AMIL HARMON HARMN69,AMIL.HVANA.ARR,67
8902,EES PCD T2,EES.MTCPSCT2,73
8903,EES WALKER_E T1,EES.OAK_RG_GEN,62
8904,NSP FARFXNU FARFXN1,NSP.GRANTY.ARR,55
8905,NSP LOUISENS LOUISE2,NSP.DANIELSN1,55
8906,EAI LR_MAN T1,EAI.LK_CATH4,64
8907,OTP KARLSTD KARLST1,OTP.MRES.HILS,56
8908,AMMO CRL CRL_76,AMMO.CALF_1.AZ,62
8909,GRE HUGOGRE GRE_TR1,GRE.MP.GRE,55
8910,EMBA GRGTWN T1,EMBA.RGDS,61
8911,NSP STERLIN3 STERLI1,NSP.SHERC1.SLR,65
8912,NSP RIDGELN2 TR1,NSP.S_RIDGE1,71
8913,WPS BOWENSTR BOWEN_ST,WPS.WESTON3,62
8914,BREC MACEO MACEO,DECO.CC.BWEC,57
8915,AMMO MAUR MAUR_71,AMMO.MARC_1.AZ,77
8916,AMMO MLNE MLNE_74,AMMO.MERAMEC4,67
8917,NSP ELM_CRK ELM_CR1,NSP.MOR1_IBR,58
8918,WPS MYSTERYH LD_T1,NIPS.MUNSTR.LN,56
8919,AMMO MDRV MDRV_BUS2,AMMO.RUSHIS2,58
8920,AMIL BONDVIL BONV_6602,AMIL.XLON,52
8921,AMIL MCNE MCNE-753,AMIL.MCEC,67
8922,CONS NKENT NKENT_T3,CONS.KENCNTY1,62
8923,EES PCI_E T1,EES.RICE1,67
8924,MEC AMESPLNT AMESPL1,MEC.AMES_1.AZ,67
8925,ALTE MUSCODA MUS_LD-T41,ALTW.MGS_CT1,57
8926,NIPS HARTSDAL HARTS34N,BREC.NIPS.GRSL,56
8927,ALTE MAZOMAN1 MZI_T41,ALTE.WPPI_1.AZ,63
8928,EES GLG T1,EES.LONSTR1,67
8929,WEC HAYMARKE HYMKT_L1,WEC.DAR_SLR1,55
8930,WEC SUGARCK SUG-CK_L124,CIN.CC.SUGRCK,50
8931,CLEC SHRWD7 LT1,CLEC.TPS4,58
8932,NSP OTRCREEK OTRCRE1,NSP.STCRO,55
8933,EMBA HENDSN LT2,EMBA.HINDS2,77
8934,SME ELNK13 LD_E_LINCOLN,DECO.BLR1.DEMO,49
8935,CONS ROBSN ROBSN_T1B,CONS.CROTON,58
8936,ALTE VUL LD_T2,ALTE.ALTE,61
8937,DECO GRFIN XF1,DECO.GRNWD1,72
8938,EES CRB T2,EES.MORTN2.ARR,67
8939,NSP RICELAKE RICELA5,GRE.ROCKLAKE,56
8940,SME ARLT13 LD_ARLINGTON_B,SME.PALDNG.ARR,56
8941,DECO SPKNE TRF_1,DECO.PINE_TREE,67
8942,GRE VINELND GRE_TR1,GRE.NSP.GREC,58
8943,ALTE ELKHORN ELK_T31,ALTE.EDG.ESR,56
8944,CIN LEEHAN69 BK1_69,CIN.MARKLND.1,50
8945,MEC G_WATRS TR1,MEC.GLACIERS,59
8946,NSP PRESCOTT PRESCO1,CSWS.PRESCOTT,67
8947,OTP CRNRGCAP CR_SS_OTP,OTP.MPC.COYT1,51
8948,WPS WESTON AUX2,WPS.WESTON3,77
8949,OTP ESMONDC ESMOND1,OTP.MDU.BSTON1,67
8950,EES GILLIS T1,EES.LONSTR1,67
8951,HE 07DOGWOD A,HE.07LCPGEN1,48
8952,ALTW N_BURL N_BURL1,ALTW.BRLGTN1,65
8953,AMMO LEMY LEMY_OAK_T_1,AMMO.MARC_1.AZ,56
8954,GRE BUNLAKE GRE_TR1,GRE.TEA_1.AZ,58
8955,GRE CROWNGRE GRE_TR1,GRE.GRE.CXS,58
8956,HE 07MCKPRT A,HE.07LCPGEN1,56
8957,EES GONZAL T3,EES.FRONT_TX3,62
8958,OTP ALVRADO TR_MPC,MEC.COMP.ARR,53
8959,WPS BLUESTON BLUESTON69_1,WPS.WESTON12,54
8960,DECO WDHVN TRF_1,DECO.GRNWD.MVP,60
8961,NSP SPARTANS SPARTA2,NSP.NSTARSOLAR,59
8962,DECO SOFLD BUS_1,DECO.BLR1.DEMO,60
8963,MDU LEWIS LEWIS1MDU,MDU.LEWIS2,62
8964,EES MONTPS AUX_1A,EES.CC.MTCPS,62
8965,LAGT MOBL_L MOBL,HMPL.HMPL_1.AZ,53
8966,MEC STATEST2 STATES1,EES.STJAMES,58
8967,WPS PROGRESS PRG_XFMR_4,WPS.GRFTR.ARR,50
8968,ALTW MINNEOTA GRE_TR1,ALTW.MONTA.ARR,69
8969,CIN 08MANHTN BK1,CIN.08NOBSN1,64
8970,MDU DCKNSREF DCKREFMDU1,MDU.GLENDC1,47
8971,AMIL RIGE BUS_1,AMIL.REI2CTGE,64
8972,CONS MORLY MORLY_T1,CONS.POLRS.SOL,61
8973,ALTE A16T A16CALAMUS,ALTE.ALTE,55
8974,CONS HARTD HARTD_T1,CONS.HARDY,62
8975,HE 07OAKTN2 LD1,HE.07LCPGEN2,52
8976,AMIL ROBM TRN3_138_13KV,AMIL.NEC1_1.AZ,54
8977,SIGE CULLEY I,SIGE.CIN,67
8978,CIN ROCHESTR BK1_69,CIN.HENRYCO.1,56
8979,NSP CEDARGRE GRE_TR1,GRE.NSP.GREC,69
8980,MEC CLARNDA TR4,OTP.MPC.LANGDN,62
8981,DPC ARGYLE ARGYLE2,CLEC.DPS.ARR,53
8982,ALTE LODA LOD_T42,ALTW.LOSTLAKES,58
8983,CONS OSCLA OSCLA_T1,CONS.TUSCOLA1,69
